,date,Operating cash flow,ticker,capex,Operating cash flow to capex
668,2014,-12464000,HUBS,-11900000,95.47496790757381
669,2022,184614000,SNAP,-129306000,70.04127530956482
670,2021,292880000,SNAP,-69875000,23.85789401802786
671,2020,-167644000,SNAP,-57832000,34.496910119061816
672,2019,-304958000,SNAP,-36478000,11.961647177644135
673,2018,-689924000,SNAP,-122807000,17.80007653016854
674,2017,-734667000,SNAP,-92625000,12.607752900293603
675,2016,-611245000,SNAP,-67013000,10.96336166349009
676,2015,-306622000,SNAP,-28305000,9.231235853917854
677,2022,369296000,RBLX,-427663000,115.80493696113687
678,2021,659109000,RBLX,-101129000,15.343289197993048
679,2020,524340000,RBLX,-14958000,2.8527291452111228
680,2019,99185000,RBLX,-84729000,85.42521550637697
681,2018,101038000,RBLX,-66072000,65.39321839307983
682,2023,-12970000,MDB,-7244000,55.85196607555898
683,2022,6980000,MDB,-8072000,115.64469914040114
684,2021,-42673000,MDB,-11773000,27.5888735265859
685,2020,-29540000,MDB,-3564000,12.064996614759647
686,2019,-41989000,MDB,-6848000,16.30903331825002
687,2018,-44881000,MDB,-2135000,4.757024130478376
688,2022,123595000,NET,-163364000,132.17686799627816
689,2021,64648000,NET,-107738000,166.65326073505756
690,2020,-17129000,NET,-74962000,437.6320859361317
691,2019,-38917000,NET,-57279000,147.18246524655035
692,2018,-43281000,NET,-25466000,58.838751415170634
693,2017,3167000,NET,-19031000,600.9156930849384
694,2023,449630000,SPLK,-22402000,4.982318795454041
695,2022,128048000,SPLK,-20032000,15.644133449956266
696,2021,190862000,SPLK,-51709000,27.092349446196728
697,2020,287636000,SPLK,-1187436000,412.8259327761476
698,2019,296454000,SPLK,-1133012000,382.18813036761185
699,2018,262904000,SPLK,-20503000,7.7986641511730515
700,2017,201834000,SPLK,-45349000,22.468464183437874
701,2016,155622000,SPLK,-531942000,341.81670971970544
702,2015,103980000,SPLK,-834660000,802.7120600115406
703,2014,73848000,SPLK,-9308000,12.604268226627669
704,2013,46648000,SPLK,-9077000,19.4584976847882
705,2022,469202000,PINS,-28984000,6.177296771966019
706,2021,752907000,PINS,-9031000,1.199484132834467
707,2020,28826000,PINS,-17401000,60.365642128633866
708,2019,657000,PINS,-33783000,5142.009132420091
709,2018,-60369000,PINS,-22194000,36.763902002683494
710,2017,-102913000,PINS,-41192000,40.026041413621215
711,2023,4428000000,HPE,-2828000000,63.866305329719964
712,2022,4593000000,HPE,-3122000000,67.97300239494884
713,2021,5871000000,HPE,-2502000000,42.61624936126724
714,2020,2240000000,HPE,-2383000000,106.38392857142858
715,2019,3997000000,HPE,-2856000000,71.45359019264448
716,2018,2964000000,HPE,-2956000000,99.73009446693656
717,2017,889000000,HPE,-3137000000,352.86839145106865
718,2016,4958000000,HPE,-3280000000,66.15570794675271
719,2015,3661000000,HPE,-3344000000,91.34116361649822
720,2014,6911000000,HPE,-3620000000,52.38026334828534
721,2023,1290262000,ZM,-115094000,8.920203803568578
722,2022,1605266000,ZM,-145608000,9.070646235577156
723,2021,1471177000,ZM,-85815000,5.833084666223031
724,2020,151892000,ZM,-38225000,25.165907355226082
725,2019,51332000,ZM,-30450000,59.319722590197145
726,2018,19426000,ZM,-9738000,50.128693503551936
727,2022,831100000,VRSN,-27400000,3.296835519191433
728,2021,807152000,VRSN,-53033000,6.570385751382639
729,2020,730183000,VRSN,-43395000,5.943030719696296
730,2019,753892000,VRSN,-40316000,5.347715587909144
731,2018,697767000,VRSN,-37007000,5.303632874584209
732,2017,702761000,VRSN,-49499000,7.043504121600373
733,2016,667949000,VRSN,-169574000,25.38726759078912
734,2015,651482000,VRSN,-40656000,6.24054079775036
735,2014,600949000,VRSN,-39327000,6.5441493371317705
736,2013,579397000,VRSN,-65594000,11.32108036458594
737,2012,537630000,VRSN,-53023000,9.862358871342746
738,2011,335901000,VRSN,-192660000,57.356185304598675
739,2010,215206000,VRSN,-80527000,37.418566396847666
740,2009,395191000,VRSN,-116876000,29.574560149396117
752,2022,1581085328.2136,NOK,-644662335.3164,40.77340569877884
753,2021,2969084198.5875,NOK,-633404629.032,21.333333333333332
754,2020,2161775531.6999,NOK,-588681341.4919,27.231381466742466
755,2019,437071263.915,NOK,-773279928.465,176.9230769230769
756,2018,411471834.768,NOK,-768080758.2336,186.66666666666666
757,2017,2162646184.5264,NOK,-717697601.8224,33.18608503589177
758,2016,-1535699240.1644,NOK,-503802295.4322,32.806052269601096
759,2015,553355010,NOK,-342709020,61.93293885601578
760,2014,334551250,NOK,-378347050,113.0909090909091
761,2013,99076320,NOK,-560056420,565.2777777777777
762,2012,-468232260,NOK,-609760090,130.22598870056495
763,2022,1098500000,CHKP,-22100000,2.0118343195266273
764,2021,1203900000,CHKP,-15900000,1.320707699975081
765,2020,1161000000,CHKP,-19300000,1.6623600344530576
766,2019,1104300000,CHKP,-25900000,2.345377162003079
767,2018,1143081000,CHKP,-17149000,1.5002436397770587
768,2017,1109608000,CHKP,-28784000,2.5940692568907218
769,2016,946237000,CHKP,-24050000,2.541646543096497
770,2015,946731000,CHKP,-17348000,1.8324106847668449
771,2014,785882000,CHKP,-12736000,1.6205995302093699
772,2013,811286000,CHKP,-9563000,1.178745843019601
773,2012,849541000,CHKP,-8195000,0.9646385518768371
774,2011,742964000,CHKP,-7195000,0.9684183890471141
775,2010,688576000,CHKP,-4910000,0.7130658053722465
776,2009,557107000,CHKP,-4283000,0.7687930684769713
787,2022,873369000,FSLR,-903605000,103.46199601771988
788,2021,237559000,FSLR,-540291000,227.43444786347814
789,2020,37120000,FSLR,-416635000,1122.400323275862
790,2019,174201000,FSLR,-668717000,383.87667120165787
791,2018,-326809000,FSLR,-739838000,226.38238237013059
792,2017,1340677000,FSLR,-514357000,38.36546759584896
793,2016,206753000,FSLR,-229452000,110.97880079128235
794,2015,-360919000,FSLR,-166438000,46.11505628686769
795,2014,680989000,FSLR,-257549000,37.81984731030898
796,2013,856126000,FSLR,-282576000,33.00635654097645
797,2012,762209000,FSLR,-379228000,49.753807682669716
798,2011,-33463000,FSLR,-731814000,2186.934823536443
799,2010,705492000,FSLR,-588914000,83.4756453652203
800,2009,675193000,FSLR,-279941000,41.4608859985219
801,2008,463067000,FSLR,-459271000,99.18024821462122
804,2023,1107000000,NTAP,-239000000,21.58988256549232
805,2022,1211000000,NTAP,-226000000,18.662262592898433
806,2021,1333000000,NTAP,-162000000,12.153038259564891
807,2020,1060000000,NTAP,-124000000,11.69811320754717
808,2019,1341000000,NTAP,-173000000,12.900820283370617
809,2018,1478000000,NTAP,-145000000,9.810554803788904
810,2017,986000000,NTAP,-175000000,17.748478701825558
811,2016,974000000,NTAP,-160000000,16.427104722792606
812,2015,1268100000,NTAP,-175300000,13.823830928160238
813,2014,1349600000,NTAP,-221400000,16.404860699466507
814,2013,1386300000,NTAP,-303300000,21.878381302748323
815,2012,1462600000,NTAP,-407100000,27.833994256802953
816,2011,1346300000,NTAP,-222700000,16.541632622743816
817,2010,975000000,NTAP,-135600000,13.907692307692306
830,2022,-152800000,VRT,-111000000,72.64397905759162
831,2021,210900000,VRT,-84600000,40.11379800853485
832,2020,208900000,VRT,-52700000,25.227381522259456
833,2019,57500000,VRT,-70300000,122.2608695652174
834,2023,645573000,FDS,-60786000,9.415821293641462
835,2022,538277000,FDS,-51156000,9.503657039033806
836,2021,555226000,FDS,-61325000,11.045051924801792
837,2020,505840000,FDS,-77642000,15.349122252095523
838,2019,427136000,FDS,-59370000,13.899554240335632
839,2018,385668000,FDS,-33520000,8.691413339971167
840,2017,320527000,FDS,-36862000,11.500435220745835
841,2016,331140000,FDS,-47740000,14.416862958265387
842,2015,306442000,FDS,-25682000,8.38070499474615
843,2014,265023000,FDS,-17743000,6.6948906321338155
844,2013,269809000,FDS,-18517000,6.863003087369213
845,2012,231965000,FDS,-22520000,9.70836117517729
846,2011,207136000,FDS,-29343000,14.166055152170554
847,2010,211080000,FDS,-20768000,9.838923630850863
860,2022,636200000,HUBB,-129300000,20.3237975479409
861,2021,513700000,HUBB,-90200000,17.558886509635975
862,2020,648000000,HUBB,-88400000,13.641975308641976
863,2019,591600000,HUBB,-93900000,15.872210953346855
864,2018,517100000,HUBB,-96200000,18.60375169212918
865,2017,379000000,HUBB,-79700000,21.029023746701846
866,2016,398200000,HUBB,-67200000,16.87594173782019
867,2015,331100000,HUBB,-77100000,23.286016309272124
868,2014,391500000,HUBB,-60300000,15.402298850574713
869,2013,381800000,HUBB,-58800000,15.400733368255631
870,2012,349100000,HUBB,-49100000,14.064737897450588
871,2011,335000000,HUBB,-55400000,16.53731343283582
872,2010,266200000,HUBB,-47300000,17.768595041322314
873,2009,397700000,HUBB,-29400000,7.39250691475987
885,2023,942000000,STX,-316000000,33.54564755838641
886,2022,1657000000,STX,-381000000,22.99336149668075
887,2021,1626000000,STX,-498000000,30.627306273062732
888,2020,1714000000,STX,-585000000,34.13068844807468
889,2019,1761000000,STX,-602000000,34.185122089721744
890,2018,2113000000,STX,-366000000,17.321344060577378
891,2017,1916000000,STX,-434000000,22.65135699373695
892,2016,1680000000,STX,-587000000,34.94047619047619
893,2015,2647000000,STX,-747000000,28.22062712504722
894,2014,2558000000,STX,-559000000,21.853010164190774
895,2013,3047000000,STX,-786000000,25.79586478503446
896,2012,3262000000,STX,-636000000,19.497240956468424
897,2011,1264000000,STX,-843000000,66.69303797468355
898,2010,1932000000,STX,-639000000,33.07453416149068
906,2022,464104000,EPAM,-81629000,17.588514643269612
907,2021,572327000,EPAM,-111501000,19.482044355761655
908,2020,544407000,EPAM,-68793000,12.636318048812745
909,2019,287453000,EPAM,-99308000,34.54756081863818
910,2018,292218000,EPAM,-37574000,12.858208597690766
911,2017,195364000,EPAM,-29806000,15.256649126758257
912,2016,164817000,EPAM,-29317000,17.78760686094274
913,2015,76393000,EPAM,-13272000,17.37331954498449
914,2014,104874000,EPAM,-11916000,11.362206075862463
915,2013,58225000,EPAM,-15920000,27.342206955775012
916,2012,48499000,EPAM,-27077000,55.83001711375493
917,2023,-103021000,IOT,-33240000,32.26526630492812
918,2022,-171481000,IOT,-19353000,11.28579842664785
919,2023,1734000000,JBL,-1030000000,59.40023068050749
920,2022,1651000000,JBL,-1385000000,83.8885523924894
921,2021,1433000000,JBL,-1159000000,80.87927424982554
922,2020,1257275000,JBL,-983035000,78.187747310652
923,2019,1193066000,JBL,-1005480000,84.27698048557247
924,2018,933850000,JBL,-1036651000,111.00829897735183
925,2017,1256643000,JBL,-716485000,57.01579525768257
926,2016,916207000,JBL,-924239000,100.87665778584972
927,2015,1240282000,JBL,-963145000,77.6553235473868
928,2014,498857000,JBL,-624060000,125.09797396849198
929,2013,1213889000,JBL,-736858000,60.70225531329471
930,2012,634226000,JBL,-497697000,78.47313102900229
931,2011,828009000,JBL,-458989000,55.432851575284815
932,2010,427410000,JBL,-398425000,93.21845534732458
933,2009,557309000,JBL,-292238000,52.4373372760892
934,2008,411865000,JBL,-337502000,81.94481201364525
945,2022,744817000,ENPH,-46443000,6.235491402586138
946,2021,352028000,ENPH,-52508000,14.915858965764087
947,2020,216334000,ENPH,-20558000,9.50289829615317
948,2019,139067000,ENPH,-14788000,10.633723313223124
949,2018,16132000,ENPH,-4151000,25.73146541036449
950,2017,-28442000,ENPH,-4121000,14.489135785106534
951,2016,-32953000,ENPH,-12845000,38.979759050769275
952,2015,-21160000,ENPH,-12762000,60.31190926275992
953,2014,24222000,ENPH,-13249000,54.69820824044257
954,2013,-872000,ENPH,-6257000,717.545871559633
955,2012,-44645000,ENPH,-12990000,29.09620338223765
956,2023,663580000,SMCI,-36793000,5.544621597998734
957,2022,-440801000,SMCI,-45182000,10.249976746876708
958,2021,122955000,SMCI,-58016000,47.18474238542556
959,2020,-30334000,SMCI,-44338000,146.1660183292675
960,2019,262554000,SMCI,-24849000,9.464338764596997
961,2018,84347000,SMCI,-24824000,29.430803703747614
962,2017,-96188000,SMCI,-29365000,30.528756185802802
963,2016,107509000,SMCI,-34108000,31.725715986568563
964,2015,-44636000,SMCI,-35100000,78.63607850165786
965,2014,6538000,SMCI,-40567000,620.4802691954726
966,2013,13583000,SMCI,-5001000,36.81808142531105
967,2012,16467000,SMCI,-24862000,150.98074937754296
968,2011,8480000,SMCI,-25397000,299.4929245283019
969,2010,-2174000,SMCI,-22223000,1022.2171113155474
973,2023,354885000,DT,-21540000,6.069571833129042
974,2022,250917000,DT,-17695000,7.052132776974059
975,2021,220436000,DT,-14273000,6.474895207679326
976,2020,-142455000,DT,-20613000,14.469832578709067
977,2023,534010000,LOGI,-92353000,17.294245426115616
978,2022,298318000,LOGI,-89152000,29.884887938374487
979,2021,1458638000,LOGI,-76189000,5.223297349993624
980,2020,425000000,LOGI,-39484000,9.29035294117647
981,2019,305181000,LOGI,-35930000,11.77334106644909
982,2018,346261000,LOGI,-39748000,11.479202104770678
983,2017,278728000,LOGI,-31804000,11.410407278780747
984,2016,183111000,LOGI,-56615000,30.918404683497986
985,2015,178632000,LOGI,-45253000,25.33308701688387
986,2014,205421000,LOGI,-46658000,22.713354525584045
987,2013,117142000,LOGI,-49240000,42.03445391063837
988,2012,196142000,LOGI,-47807000,24.37366805681598
989,2011,156551000,LOGI,-43039000,27.491999412332085
990,2010,365259000,LOGI,-39834000,10.9056861021905
999,2022,1134300000,SSNC,-208300000,18.363748567398392
1000,2021,1429000000,SSNC,-136600000,9.559132260321904
1001,2020,1184700000,SSNC,-106400000,8.981176669198954
1002,2019,1328300000,SSNC,-130400000,9.817059399232102
1003,2018,640100000,SSNC,-89100000,13.919700046867678
1004,2017,470362000,SSNC,-45974000,9.774173934118828
1005,2016,418407000,SSNC,-37547000,8.973798239513203
1006,2015,230624000,SSNC,-17873000,7.749843901762175
1007,2014,252532000,SSNC,-18557000,7.348375651402595
1008,2013,208269000,SSNC,-14320000,6.875723223331365
1009,2012,134422000,SSNC,-18292000,13.607891565368762
1010,2011,110407000,SSNC,-7628000,6.908982220330233
1011,2010,75567000,SSNC,-5343000,7.070546667195998
1012,2022,979700000,GDDY,-60100000,6.134530978871083
1013,2021,829300000,GDDY,-253200000,30.53177378511998
1014,2020,764600000,GDDY,-81500000,10.659168192518964
1015,2019,723400000,GDDY,-92300000,12.759192701133538
1016,2018,559800000,GDDY,-9300000,1.6613076098606645
1017,2017,475600000,GDDY,-52000000,10.933557611438182
1018,2016,386500000,GDDY,-62800000,16.248382923673997
1019,2015,259400000,GDDY,-79300000,30.570547417116423
1020,2014,180568000,GDDY,-67901000,37.60411590093483
1021,2013,153313000,GDDY,-52089000,33.97559241551597
1022,2022,-59431000,U,-57138000,96.14174420756844
1023,2021,-111449000,U,-41938000,37.62976787588942
1024,2020,19913000,U,-40906000,205.4235926279315
1025,2019,-67936000,U,-27035000,39.794806877060765
1026,2018,-81059000,U,-38019000,46.902873215805776
1027,2022,274324000,BSY,-18546000,6.760618830288272
1028,2021,288024000,BSY,-17539000,6.089423103630253
1029,2020,258340000,BSY,-15496000,5.9982968181466285
1030,2019,170773000,BSY,-15804000,9.254390331024224
1031,2023,86000000,OKTA,-23000000,26.744186046511626
1032,2022,104119000,OKTA,-16759000,16.096005532131503
1033,2021,127962000,OKTA,-17368000,13.572779418889983
1034,2020,55603000,OKTA,-15442000,27.771882812078484
1035,2019,15172000,OKTA,-19811000,130.5760611653045
1036,2018,-25240000,OKTA,-6550000,25.950871632329637
1037,2017,-42101000,OKTA,-6253000,14.852378803353838
1038,2022,488000000,ZBRA,-75000000,15.368852459016393
1039,2021,1069000000,ZBRA,-59000000,5.519176800748363
1040,2020,962000000,ZBRA,-67000000,6.964656964656965
1041,2019,685000000,ZBRA,-61000000,8.905109489051096
1042,2018,785000000,ZBRA,-64000000,8.152866242038217
1043,2017,478000000,ZBRA,-50000000,10.460251046025103
1044,2016,372000000,ZBRA,-77000000,20.698924731182796
1045,2015,110000000,ZBRA,-122000000,110.9090909090909
1046,2014,248325000,ZBRA,-39291000,15.822410147991544
1047,2013,194766000,ZBRA,-21711000,11.147222821231633
1048,2012,183331000,ZBRA,-22443000,12.24179216826396
1049,2011,79621000,ZBRA,-28150000,35.35499428542721
1050,2010,140459000,ZBRA,-34218000,24.36155746516777
1051,2009,105698000,ZBRA,-25315000,23.950311264167723
1063,2023,-9981000,PATH,-23815000,238.60334635808033
1064,2022,-54963000,PATH,-13060000,23.761439513854775
1065,2021,29177000,PATH,-3193000,10.94355142749426
1066,2020,-359436000,PATH,-20981000,5.837200503010272
1067,2022,412773000,APP,-6611000,1.6016066942362992
1068,2021,361851000,APP,-5457000,1.5080792923053965
1069,2020,222883000,APP,-3241000,1.454126155875504
1070,2019,198462000,APP,-3358000,1.6920115689653434
1071,2022,-254368000,TWLO,-80182000,31.522046798339414
1072,2021,-58192000,TWLO,-90021000,154.69652185867474
1073,2020,32654000,TWLO,-59133000,181.08960617382252
1074,2019,14048000,TWLO,-67290000,479.00056947608203
1075,2018,7983000,TWLO,-24655000,308.84379306025306
1076,2017,-3260000,TWLO,-26818000,822.6380368098158
1077,2016,10091000,TWLO,-26486000,262.4715092656823
1078,2015,-18762000,TWLO,-10618000,56.593113740539394
1079,2014,-17360000,TWLO,-5170000,29.78110599078341
1080,2022,179630000,MANH,-6587000,3.6669821299337526
1081,2021,185183000,MANH,-4016000,2.168665590253965
1082,2020,140885000,MANH,-2730000,1.9377506476913795
1083,2019,146908000,MANH,-15193000,10.341846597870777
1084,2018,137349000,MANH,-7306000,5.319296099716779
1085,2017,164066000,MANH,-6199000,3.778357490278303
1086,2016,139346000,MANH,-6843000,4.910797582994848
1087,2015,120153000,MANH,-11492000,9.564471964911405
1088,2014,94162000,MANH,-9415000,9.998725600560736
1089,2013,89387000,MANH,-4740000,5.302784521239106
1090,2012,75271000,MANH,-7873000,10.459539530496473
1091,2011,55824000,MANH,-5074000,9.089280596159357
1092,2010,49972000,MANH,-5871000,11.748579204354439
1093,2009,58323000,MANH,-2378000,4.077293692025444
1105,2023,381559000,JKHY,-206984000,54.24691856305316
1106,2022,504631000,JKHY,-191389000,37.926524529804944
1107,2021,462129000,JKHY,-157837000,34.15431621906437
1108,2020,510532000,JKHY,-177510000,34.769612874413355
1109,2019,431128000,JKHY,-170761000,39.607958657289714
1110,2018,412142000,JKHY,-40135000,9.738148502215257
1111,2017,357322000,JKHY,-148186000,41.471278006951714
1112,2016,365116000,JKHY,-164562000,45.071155468399084
1113,2015,373790000,JKHY,-54409000,14.556034136814787
1114,2014,341659000,JKHY,-33185000,9.7129008748489
1115,2013,309174000,JKHY,-97774000,31.624263359790927
1116,2012,264550000,JKHY,-80034000,30.25288225288225
1117,2011,240132000,JKHY,-59039000,24.586060999783452
1118,2010,218698000,JKHY,-80095000,36.62356308699668
1131,2022,365103000,PAYC,-136798000,37.46833085458076
1132,2021,319362000,PAYC,-126192000,39.51378060007139
1133,2020,227207000,PAYC,-94102000,41.41685775526282
1134,2019,224263000,PAYC,-92934000,41.43973816456571
1135,2018,184817000,PAYC,-59906000,32.41368488829491
1136,2017,130600000,PAYC,-59389000,45.4739663093415
1137,2016,98953000,PAYC,-43805000,44.268491101836226
1138,2015,42972000,PAYC,-16549000,38.51112352229359
1139,2014,22337000,PAYC,-14270000,63.88503380042083
1140,2023,767234000,PSTG,-158139000,20.611573522549833
1141,2022,410127000,PSTG,-102287000,24.940323363250897
1142,2021,187641000,PSTG,-94975000,50.61527064980468
1143,2020,189574000,PSTG,-96847000,51.08664690305632
1144,2019,164423000,PSTG,-100246000,60.96835600858761
1145,2018,72756000,PSTG,-65060000,89.42217823959537
1146,2017,-14362000,PSTG,-77773000,541.5192870073806
1147,2016,-7856000,PSTG,-39355000,500.95468431771894
1148,2015,-143695000,PSTG,-42227000,29.386547896586517
1149,2014,-67229000,PSTG,-12273000,18.255514733225244
1150,2023,506759000,DOCU,-77654000,15.323654833954603
1151,2022,506467000,DOCU,-61396000,12.122408765033061
1152,2021,296954000,DOCU,-82395000,27.746721714474297
1153,2020,115696000,DOCU,-72046000,62.271815793112985
1154,2019,76086000,DOCU,-30413000,39.971873932129434
1155,2018,54979000,DOCU,-18929000,34.429509449062365
1156,2023,272403000,NTNX,-65404000,24.010014573995146
1157,2022,67543000,NTNX,-49058000,72.63224908576758
1158,2021,-99810000,NTNX,-58647000,58.758641418695525
1159,2020,-159885000,NTNX,-89488000,55.97022860180755
1160,2019,42168000,NTNX,-118452000,280.9049516220831
1161,2018,92555000,NTNX,-62372000,67.38911998271298
1162,2017,13822000,NTNX,-50181000,363.0516567790479
1163,2016,3636000,NTNX,-42294000,1163.2013201320133
1164,2015,-25694000,NTNX,-23308000,90.71378531952985
1165,2022,-852000000,HOOD,-57000000,6.690140845070422
1166,2021,-884773000,HOOD,-83653000,9.45474149866689
1167,2020,1876254000,HOOD,-32330000,1.7231142478576995
1168,2019,1260085000,HOOD,-12453000,0.9882666645504073
1169,2023,35662000,ESTC,-2684000,7.526218383713756
1170,2022,5672000,ESTC,-7417000,130.7651622002821
1171,2021,-22545000,ESTC,-4229000,18.75803947660235
1172,2020,-30564000,ESTC,-5063000,16.565240151812592
1173,2019,-23937000,ESTC,-3447000,14.40030078957263
1174,2018,-20819000,ESTC,-2968000,14.25620827129065
1175,2023,950000000,FLEX,-635000000,66.84210526315789
1176,2022,1024000000,FLEX,-443000000,43.26171875
1177,2021,144000000,FLEX,-351000000,243.75
1178,2020,1533276000,FLEX,-461745000,30.1149303843535
1179,2019,2971024000,FLEX,-725606000,24.42275794473555
1180,2018,753598000,FLEX,-561997000,74.57517137784336
1181,2017,1149909000,FLEX,-525111000,45.665439613047646
1182,2016,1136445000,FLEX,-510634000,44.93257482764234
1183,2015,794034000,FLEX,-347413000,43.75291234380392
1184,2014,1216460000,FLEX,-609643000,50.11615671703139
1185,2013,1115430000,FLEX,-488993000,43.83896793164968
1186,2012,804268000,FLEX,-437191000,54.35887042627582
1187,2011,857344000,FLEX,-470702000,54.90234958196477
1188,2010,798916000,FLEX,-176463000,22.08780397438529
1201,2022,132600000,CDAY,-94500000,71.26696832579185
1202,2021,48800000,CDAY,-63700000,130.5327868852459
1203,2020,-30200000,CDAY,-59800000,198.01324503311258
1204,2019,50600000,CDAY,-55200000,109.09090909090908
1205,2018,9500000,CDAY,-40200000,423.1578947368421
1206,2017,-39800000,CDAY,-50600000,127.1356783919598
1207,2023,367081000,DLB,-30339000,8.264933352584308
1208,2022,318576000,DLB,-59456000,18.66305057505901
1209,2021,447753000,DLB,-54454000,12.161615890904137
1210,2020,343849000,DLB,-68987000,20.06316726237389
1211,2019,327674000,DLB,-113536000,34.64907194345599
1212,2018,352202000,DLB,-85357000,24.235240004315706
1213,2017,371051000,DLB,-104867000,28.26215264208963
1214,2016,356839000,DLB,-221782000,62.1518387844378
1215,2015,309377000,DLB,-194968000,63.01955219683428
1216,2014,361547000,DLB,-116668000,32.26911024016241
1217,2013,274661000,DLB,-30761000,11.199624264092826
1218,2012,389797000,DLB,-167699000,43.02213716370316
1219,2011,403688000,DLB,-47362000,11.73232793642615
1220,2010,327298000,DLB,-38307000,11.704012856784948
1226,2022,797300000,DBX,-34900000,4.377273297378653
1227,2021,729800000,DBX,-28900000,3.9599890380926284
1228,2020,570800000,DBX,-80300000,14.067974772249475
1229,2019,528500000,DBX,-137800000,26.07379375591296
1230,2018,425400000,DBX,-66000000,15.514809590973202
1231,2017,330300000,DBX,-26100000,7.901907356948229
1232,2016,252600000,DBX,-123700000,48.97070467141726
1233,2022,-49604000,SNX,-117049000,235.966857511491
1234,2021,809787000,SNX,-54892000,6.778572637002076
1235,2020,1834366000,SNX,-197965000,10.79201206302341
1236,2019,549919000,SNX,-137423000,24.989680298371216
1237,2018,100706000,SNX,-125305000,124.42654856711617
1238,2017,176764000,SNX,-97546000,55.184313548007516
1239,2016,326951000,SNX,-123233000,37.69158069557824
1240,2015,643609000,SNX,-100106000,15.55385334885
1241,2014,-234772000,SNX,-57377000,24.43945615320396
1242,2013,35707000,SNX,-28965000,81.1185481838295
1243,2012,242793000,SNX,-14481000,5.96433999332765
1244,2011,219153000,SNX,-40153000,18.321902962770302
1245,2010,-65901000,SNX,-12653000,19.20001213942125
1246,2009,262040000,SNX,-25011000,9.54472599603114
1253,2022,97600000,JNPR,-105100000,107.6844262295082
1254,2021,689700000,JNPR,-100000000,14.49905756125852
1255,2020,612000000,JNPR,-100400000,16.405228758169933
1256,2019,528900000,JNPR,-109600000,20.72225373416525
1257,2018,861100000,JNPR,-147400000,17.11764022761584
1258,2017,1260100000,JNPR,-151200000,11.99904769462741
1259,2016,1106000000,JNPR,-214700000,19.412296564195298
1260,2015,892500000,JNPR,-210300000,23.563025210084035
1261,2014,763400000,JNPR,-192900000,25.26853549908305
1262,2013,842300000,JNPR,-243100000,28.86145078950493
1263,2012,642400000,JNPR,-348700000,54.28082191780822
1264,2011,986726000,JNPR,-266314000,26.98966075688692
1265,2010,812335000,JNPR,-185291000,22.809678273126234
1266,2009,796097000,JNPR,-153101000,19.231450438828436
1267,2008,875179000,JNPR,-164604000,18.808038127057436
1277,2022,3211000,MSTR,-290407000,9044.12955465587
1278,2021,93833000,MSTR,-2629235000,2802.0365969328486
1279,2020,53619000,MSTR,-3651000,6.809153471717115
1280,2019,60867000,MSTR,-10182000,16.72827640593425
1281,2018,10627000,MSTR,-6846000,64.42081490542957
1282,2017,78322000,MSTR,-3982000,5.084139832997114
1283,2016,110589000,MSTR,-2337000,2.1132300680899547
1284,2015,149699000,MSTR,-13082000,8.738869331124457
1285,2014,14600000,MSTR,-20796000,142.43835616438355
1286,2013,29934000,MSTR,-16480000,55.05445313021981
1287,2012,49884000,MSTR,-31116000,62.3767139764253
1288,2011,60814000,MSTR,-40660000,66.85960469628704
1289,2010,75825000,MSTR,-18474000,24.363996043521265
1290,2009,96443000,MSTR,-18265000,18.938647698640647
1302,2022,197524000,GLOB,-95430000,48.31311638079423
1303,2021,178974000,GLOB,-77634000,43.37725032686312
1304,2020,99872000,GLOB,-53462000,53.53051906440244
1305,2019,79709000,GLOB,-31992000,40.13599468065087
1306,2018,67197000,GLOB,-28882000,42.98108546512493
1307,2017,42989000,GLOB,-28052000,65.25390216101793
1308,2016,31480000,GLOB,-24034000,76.34688691232529
1309,2015,-5315000,GLOB,-17817000,335.2210724365005
1310,2014,14296000,GLOB,-13872000,97.03413542249581
1311,2022,-156000000,TOST,-33000000,21.153846153846153
1312,2021,2000000,TOST,-19000000,950.0
1313,2022,12608000,PCOR,-49430000,392.0526649746193
1314,2021,36730000,PCOR,-27631000,75.22733460386604
1315,2023,-77408000,GTLB,-6070000,7.841566763125258
1316,2022,-49814000,GTLB,-3541000,7.108443409483279
1317,2021,-73580000,GTLB,-933000,1.2680076107637945
1319,2023,282723000,PCTY,-66914000,23.66768886860991
1320,2022,155053000,PCTY,-52584000,33.913565039051164
1321,2021,124850000,PCTY,-9461000,7.5778934721666
1322,2020,112655000,PCTY,-16578000,14.715725001109584
1323,2019,115032000,PCTY,-11280000,9.805967035259753
1324,2018,97866000,PCTY,-21676000,22.14865223877547
1325,2017,61980000,PCTY,-21338000,34.42723459180381
1326,2016,32993000,PCTY,-16083000,48.74670384627042
1327,2015,11105000,PCTY,-9020000,81.22467357046375
1328,2014,7199000,PCTY,-6667000,92.61008473399083
1329,2022,53656000,DUOL,-10124000,18.8683465036529
1330,2021,9170000,DUOL,-6206000,67.67720828789531
1331,2022,49708000,CYBR,-12517000,25.18105737507041
1332,2021,74740000,CYBR,-8928000,11.945410757291945
1333,2020,106769000,CYBR,-7174000,6.719178787850407
1334,2019,141710000,CYBR,-7036000,4.965069508150448
1335,2018,130125000,CYBR,-8613000,6.619020172910663
1336,2017,80737000,CYBR,-6757000,8.369149212876376
1337,2016,56310000,CYBR,-2795000,4.963594388208134
